,MSSubClass,MSZoning,LotFrontage,LotArea,LotShape,LandContour,LotConfig,Neighborhood,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,SaleType,SaleCondition,SalePrice,count_of_porch,sum_of_area_porch
301,60,RL,66.0,16226,IR3,Lvl,Inside,CollgCr,1Fam,2Story,8,5,1998,1999,Gable,CompShg,VinylSd,VinylSd,Noune,0.0,Gd,PConc,Gd,TA,No,GLQ,281,0,747,1028,Ex,Y,SBrkr,1210,1242,2452,0,0,2,1,4,1,Gd,9,1,TA,BuiltIn,1998.0,Fin,2,683,TA,TA,Y,208,WD,Normal,12.495007682693725,1,50
302,20,RL,118.0,13704,IR1,Lvl,Corner,CollgCr,1Fam,1Story,7,5,2001,2002,Gable,CompShg,VinylSd,VinylSd,BrkFace,150.0,Gd,PConc,Gd,TA,No,Unf,0,0,1541,1541,Ex,Y,SBrkr,1541,0,1541,0,0,2,0,3,1,Gd,6,1,TA,Attchd,2001.0,RFn,3,843,TA,TA,Y,468,WD,Normal,12.230770136157428,1,81
303,20,RL,70.0,9800,Reg,Lvl,Corner,CollgCr,1Fam,1Story,5,7,1972,1972,Gable,CompShg,VinylSd,VinylSd,Noune,0.0,TA,PConc,TA,TA,No,ALQ,894,0,0,894,TA,Y,SBrkr,894,0,894,1,0,1,0,3,1,TA,5,0,Noune,Attchd,1975.0,Unf,2,552,TA,TA,Y,256,WD,Abnorml,11.917730355182513,0,0
304,75,RM,87.0,18386,Reg,Lvl,Inside,OldTown,1Fam,2.5Fin,7,9,1880,2002,Gable,CompShg,CemntBd,CmentBd,Noune,0.0,TA,BrkTil,TA,TA,No,Unf,0,0,1470,1470,Ex,Y,SBrkr,1675,1818,3493,0,0,3,0,3,1,Gd,10,1,Ex,Attchd,2003.0,Unf,3,870,TA,TA,Y,302,WD,Normal,12.59473402514672,0,0
305,20,RL,80.0,10386,Reg,Lvl,Inside,CollgCr,1Fam,1Story,8,5,2004,2005,Gable,CompShg,CemntBd,CmentBd,Stone,246.0,Gd,PConc,Gd,TA,No,GLQ,1464,0,536,2000,Ex,Y,SBrkr,2000,0,2000,1,0,2,0,3,1,Gd,8,0,Noune,Attchd,2004.0,Fin,3,888,TA,TA,Y,168,WD,Normal,12.631016799175821,0,0
306,60,RL,116.0,13474,Reg,Lvl,Inside,SawyerW,1Fam,2Story,7,5,1990,1991,Gable,CompShg,HdBoard,Plywood,BrkFace,246.0,Gd,CBlock,Gd,TA,No,ALQ,700,0,0,700,Gd,Y,SBrkr,1122,1121,2243,1,0,2,1,4,1,Gd,8,1,TA,Attchd,1990.0,RFn,3,746,TA,TA,Y,127,WD,Normal,12.323860125621126,2,268
307,50,RM,62.5,7920,IR1,Lvl,Inside,IDOTRR,1Fam,1.5Fin,6,7,1920,1950,Gable,CompShg,MetalSd,MetalSd,Noune,0.0,TA,CBlock,TA,TA,No,Unf,0,0,319,319,TA,Y,FuseA,1035,371,1406,0,0,1,0,3,1,Fa,6,0,Noune,Noune,1933.0,Noune,0,0,Noune,Noune,N,0,WD,Normal,11.402005077384885,1,144
308,30,RL,68.21739130434783,12342,IR1,Lvl,Inside,Edwards,1Fam,1Story,4,5,1940,1950,Gable,CompShg,VinylSd,VinylSd,Noune,0.0,TA,CBlock,TA,TA,No,BLQ,262,0,599,861,Ex,Y,SBrkr,861,0,861,0,0,1,0,1,1,TA,4,0,Noune,Detchd,1961.0,Unf,2,539,TA,TA,Y,158,WD,Normal,11.320565693461432,0,0
309,20,RL,90.0,12378,IR1,Lvl,Inside,NridgHt,1Fam,1Story,9,5,2003,2004,Gable,CompShg,VinylSd,VinylSd,Noune,0.0,Gd,PConc,Ex,TA,Gd,GLQ,1274,0,622,1896,Ex,Y,SBrkr,1944,0,1944,1,0,2,0,3,1,Ex,8,3,Ex,Attchd,2003.0,Fin,3,708,TA,TA,Y,208,WD,Normal,12.793862088206213,1,175
310,60,RL,79.87755102040816,7685,IR1,Lvl,Inside,Gilbert,1Fam,2Story,6,5,1993,1994,Gable,CompShg,HdBoard,HdBoard,BrkFace,112.0,TA,PConc,Gd,TA,No,ALQ,518,0,179,697,Gd,Y,SBrkr,697,804,1501,0,0,2,1,3,1,Gd,6,1,TA,Attchd,1993.0,Fin,2,420,TA,TA,Y,190,WD,Normal,12.017336559562407,1,63
311,20,RL,50.0,8000,Reg,Lvl,Inside,NAmes,1Fam,1Story,6,6,1948,2002,Gable,CompShg,VinylSd,VinylSd,Noune,0.0,TA,CBlock,TA,TA,No,ALQ,680,0,292,972,Ex,Y,SBrkr,972,0,972,1,0,1,0,2,1,TA,5,1,Gd,Detchd,1948.0,Unf,1,240,TA,TA,Y,0,WD,Normal,11.790564777297387,0,0
312,190,RM,65.0,7800,Reg,Lvl,Inside,OldTown,2fmCon,1.5Fin,5,7,1939,1950,Gable,CompShg,MetalSd,MetalSd,Noune,0.0,TA,CBlock,Gd,TA,Mn,Rec,507,0,286,793,TA,Y,SBrkr,793,325,1118,1,0,1,0,3,1,TA,5,1,Gd,Detchd,1939.0,Unf,2,410,TA,TA,Y,0,WD,Normal,11.694421681264394,1,271
313,20,RL,150.0,215245,IR3,Low,Inside,Timber,1Fam,1Story,7,5,1965,1965,Hip,CompShg,BrkFace,BrkFace,Noune,0.0,TA,CBlock,Gd,TA,Gd,ALQ,1236,820,80,2136,TA,Y,SBrkr,2036,0,2036,2,0,2,0,3,1,TA,8,2,Gd,Attchd,1965.0,RFn,2,513,TA,TA,Y,0,WD,Normal,12.834683971615659,0,0
314,70,RM,60.0,9600,Reg,Lvl,Inside,OldTown,1Fam,2Story,7,7,1925,1990,Gable,CompShg,Wd Sdng,Wd Sdng,Noune,0.0,TA,BrkTil,TA,Gd,No,LwQ,16,0,712,728,Ex,Y,SBrkr,832,809,1641,0,1,1,1,3,1,Ex,6,1,Gd,Detchd,1925.0,Unf,2,546,Fa,TA,Y,0,WD,Normal,12.08954444723597,1,234
315,60,RL,71.0,7795,IR1,Lvl,Inside,Gilbert,1Fam,2Story,7,5,2004,2005,Gable,CompShg,VinylSd,VinylSd,Noune,0.0,Gd,PConc,Gd,TA,No,GLQ,425,0,291,716,Ex,Y,SBrkr,716,716,1432,1,0,2,1,3,1,Gd,6,1,Gd,Attchd,2004.0,Fin,2,432,TA,TA,Y,100,WD,Normal,12.146858590895919,1,51
316,60,RL,94.0,13005,IR1,Lvl,Corner,NWAmes,1Fam,2Story,7,7,1980,1980,Gable,CompShg,CemntBd,CmentBd,BrkFace,278.0,Gd,CBlock,Gd,TA,No,GLQ,692,0,153,845,TA,Y,SBrkr,1153,1200,2353,1,0,2,1,4,1,Ex,10,1,TA,Attchd,1983.0,RFn,2,484,TA,TA,Y,288,WD,Normal,12.468440756144114,1,195
317,60,FV,75.0,9000,Reg,Lvl,Inside,Somerst,1Fam,2Story,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,Noune,0.0,Gd,PConc,Gd,TA,Av,Unf,0,0,1088,1088,Ex,Y,SBrkr,1088,871,1959,0,0,2,1,3,1,Gd,8,1,Gd,Attchd,2006.0,RFn,3,1025,TA,TA,Y,208,WD,Normal,12.506180941677357,1,46
318,60,RL,90.0,9900,Reg,Low,Inside,NoRidge,1Fam,2Story,7,5,1993,1993,Gable,CompShg,HdBoard,HdBoard,BrkFace,256.0,Gd,PConc,Gd,TA,Gd,GLQ,987,0,360,1347,Ex,Y,SBrkr,1372,1274,2646,1,0,2,1,4,1,Gd,9,1,TA,Attchd,1993.0,RFn,3,656,TA,TA,Y,340,WD,Normal,12.468440756144114,2,204
319,80,RL,81.28888888888889,14115,Reg,Lvl,Inside,NWAmes,1Fam,SLvl,7,5,1980,1980,Gable,CompShg,Plywood,Plywood,BrkFace,225.0,TA,CBlock,Gd,TA,Av,GLQ,1036,0,336,1372,TA,Y,SBrkr,1472,0,1472,1,0,2,0,3,1,TA,6,2,TA,Attchd,1980.0,Unf,2,588,TA,TA,Y,233,WD,Normal,12.141539457711714,1,48
320,60,RL,111.0,16259,Reg,Lvl,Corner,NridgHt,1Fam,2Story,9,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,Stone,370.0,TA,PConc,Ex,Gd,Av,Unf,0,0,1249,1249,Ex,Y,SBrkr,1249,1347,2596,0,0,3,1,4,1,Gd,9,0,Noune,Attchd,2006.0,RFn,3,840,TA,TA,Y,240,New,Partial,12.74444728628135,1,154
321,60,RL,99.0,12099,IR1,Lvl,Inside,NridgHt,1Fam,2Story,8,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,388.0,Gd,PConc,Ex,TA,Av,GLQ,970,0,166,1136,Ex,Y,SBrkr,1136,1332,2468,1,0,2,1,4,1,Gd,10,1,Gd,BuiltIn,2004.0,Fin,3,872,TA,TA,Y,184,WD,Normal,12.777055016970678,1,154
322,60,RL,86.0,10380,IR1,Lvl,Inside,SawyerW,1Fam,2Story,7,5,1986,1987,Gable,CompShg,Plywood,Plywood,BrkFace,172.0,Gd,CBlock,TA,TA,Gd,LwQ,28,1474,0,1502,Ex,Y,SBrkr,1553,1177,2730,1,0,2,1,4,1,Gd,8,1,TA,Attchd,1987.0,Fin,2,576,TA,TA,Y,201,WD,Normal,12.614868865984631,1,96
323,20,RM,49.0,5820,Reg,Lvl,Inside,OldTown,1Fam,1Story,3,8,1955,2005,Gable,CompShg,VinylSd,VinylSd,Noune,0.0,TA,CBlock,TA,TA,No,ALQ,256,0,906,1162,Ex,Y,SBrkr,1163,0,1163,1,0,1,0,3,1,TA,6,0,Noune,Attchd,1955.0,Unf,1,220,Fa,TA,Y,142,WD,Normal,11.745433036677353,1,98
324,80,RL,96.0,11275,Reg,Lvl,Corner,NAmes,1Fam,SLvl,7,7,1967,2007,Mansard,WdShake,Wd Sdng,Wd Sdng,BrkFace,300.0,Gd,CBlock,Gd,TA,No,Unf,0,0,710,710,Ex,Y,SBrkr,1898,1080,2978,0,0,2,1,5,1,Gd,11,1,Gd,BuiltIn,1961.0,Fin,2,564,TA,TA,Y,240,WD,Normal,12.396697137361691,0,0
325,45,RM,50.0,5000,Reg,Lvl,Inside,IDOTRR,1Fam,1.5Unf,5,6,1941,1950,Gable,CompShg,MetalSd,MetalSd,Noune,0.0,TA,CBlock,TA,TA,Av,BLQ,116,0,604,720,Po,N,FuseF,803,0,803,0,0,1,0,2,1,TA,5,0,Noune,Detchd,1941.0,Unf,2,360,TA,TA,Y,0,WD,Normal,11.373674891823535,1,244
326,120,RL,32.0,10846,IR1,Lvl,CulDSac,Veenker,TwnhsE,1Story,8,5,1993,1993,Gable,CompShg,BrkFace,BrkFace,Noune,0.0,Gd,PConc,Gd,TA,Gd,GLQ,1619,0,100,1719,Ex,Y,SBrkr,1719,0,1719,2,0,1,1,1,1,Gd,6,2,Gd,Attchd,1993.0,Fin,2,473,TA,TA,Y,122,Con,Normal,12.688501881189456,1,30
327,20,RL,80.0,11600,Reg,Lvl,Inside,NAmes,1Fam,1Story,6,5,1960,1960,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,175.0,TA,CBlock,TA,TA,No,Rec,565,0,818,1383,TA,Y,SBrkr,1383,0,1383,0,0,1,1,3,1,TA,7,0,Noune,Attchd,1960.0,RFn,1,292,TA,TA,Y,0,WD,Normal,11.886218559372042,1,45
328,75,RL,57.509803921568626,11888,IR1,Bnk,Inside,BrkSide,1Fam,2.5Unf,6,6,1916,1994,Gable,CompShg,Wd Sdng,Wd Shng,Noune,0.0,TA,BrkTil,TA,TA,No,Unf,0,0,844,844,Gd,N,FuseA,1445,689,2134,0,0,2,0,5,1,Gd,10,0,Noune,Detchd,1930.0,Unf,2,441,TA,TA,Y,0,WD,Normal,12.276069679344003,2,328
329,70,RM,60.0,6402,Reg,Lvl,Corner,IDOTRR,1Fam,2Story,5,5,1920,1950,Gable,CompShg,Wd Sdng,Wd Shng,Noune,0.0,TA,PConc,TA,TA,Mn,Unf,0,0,596,596,TA,N,SBrkr,596,596,1192,0,0,1,0,3,1,TA,6,0,Noune,Detchd,1920.0,Unf,1,189,Fa,Fa,N,0,WD,Normal,11.264476926102367,1,137
330,90,RL,76.46236559139786,10624,IR1,Lvl,Inside,NAmes,Duplex,1Story,5,4,1964,1964,Gable,CompShg,HdBoard,HdBoard,BrkFace,84.0,TA,CBlock,TA,TA,No,GLQ,40,264,1424,1728,TA,Y,SBrkr,1728,0,1728,0,1,2,0,6,2,TA,10,0,Noune,Detchd,2002.0,Unf,1,352,TA,TA,Y,155,WD,Normal,11.686887175419702,0,0
331,20,RL,70.0,8176,Reg,Lvl,Inside,NAmes,1Fam,1Story,5,6,1958,1992,Gable,CompShg,Wd Sdng,Wd Sdng,Noune,0.0,TA,CBlock,TA,TA,No,Rec,846,0,210,1056,Fa,Y,SBrkr,1056,0,1056,1,0,1,0,3,1,TA,6,0,Noune,Attchd,1958.0,RFn,1,308,TA,TA,Y,0,WD,Normal,11.842236406331555,0,0
332,20,RL,85.0,10655,IR1,Lvl,Inside,NridgHt,1Fam,1Story,8,5,2003,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,296.0,Gd,PConc,Gd,TA,No,GLQ,1124,479,1603,3206,Ex,Y,SBrkr,1629,0,1629,1,0,2,0,3,1,Gd,7,1,Gd,Attchd,2003.0,RFn,3,880,TA,TA,Y,0,WD,Normal,12.556733038263905,0,0
333,120,RM,59.0,8198,Reg,Lvl,FR3,NridgHt,TwnhsE,1Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,Stone,146.0,Gd,PConc,Gd,TA,Av,GLQ,720,0,638,1358,Ex,Y,SBrkr,1358,0,1358,1,0,2,0,2,1,Gd,6,1,Gd,Attchd,2004.0,RFn,2,484,TA,TA,Y,192,WD,Normal,12.240478903153711,1,30
334,60,RL,59.0,9042,IR1,Lvl,Inside,Gilbert,1Fam,2Story,6,5,1998,1998,Gable,CompShg,VinylSd,VinylSd,Noune,0.0,TA,PConc,Gd,TA,Gd,GLQ,828,0,115,943,Gd,Y,SBrkr,943,695,1638,1,0,2,1,3,1,TA,7,2,TA,Attchd,1998.0,Fin,2,472,TA,TA,Y,100,WD,Normal,12.165255859329688,1,38
335,190,RL,80.37931034482759,164660,IR1,HLS,Corner,Timber,2fmCon,1.5Fin,5,6,1965,1965,Gable,CompShg,Plywood,Plywood,Noune,0.0,TA,CBlock,TA,TA,Gd,ALQ,1249,147,103,1499,Ex,Y,SBrkr,1619,167,1786,2,0,2,0,3,1,TA,7,2,Gd,Attchd,1965.0,Fin,2,529,TA,TA,Y,670,WD,Normal,12.34126328584159,0,0
336,20,RL,86.0,14157,IR1,HLS,Corner,StoneBr,1Fam,1Story,9,5,2005,2006,Hip,CompShg,VinylSd,VinylSd,Stone,200.0,Gd,PConc,Ex,TA,Gd,GLQ,1249,0,673,1922,Ex,Y,SBrkr,1922,0,1922,1,0,2,0,3,1,Gd,8,1,Gd,Attchd,2005.0,Fin,3,676,TA,TA,Y,178,WD,Normal,12.841132451487937,1,51
337,20,RL,70.0,9135,Reg,Lvl,Inside,CollgCr,1Fam,1Story,7,5,2002,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,113.0,Gd,PConc,Gd,TA,Av,GLQ,810,0,726,1536,Ex,Y,SBrkr,1536,0,1536,1,0,2,0,3,1,Gd,7,0,Noune,Attchd,2002.0,RFn,2,532,TA,TA,Y,192,WD,Normal,12.273735966890268,1,74
338,20,RL,91.0,14145,Reg,Lvl,Corner,NWAmes,1Fam,1Story,7,7,1984,1998,Gable,CompShg,Wd Sdng,Wd Sdng,Noune,0.0,Gd,CBlock,Gd,TA,Mn,ALQ,213,0,995,1208,Ex,Y,SBrkr,1621,0,1621,1,0,2,0,3,1,Gd,8,0,Noune,Attchd,1984.0,RFn,2,440,TA,TA,Y,108,WD,Normal,12.218500103788143,1,45
339,20,RL,66.0,12400,IR1,Lvl,Inside,NAmes,1Fam,1Story,6,7,1958,1998,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,176.0,TA,CBlock,TA,Fa,No,Rec,585,0,630,1215,TA,Y,FuseA,1215,0,1215,0,0,1,0,3,1,TA,6,0,Noune,Attchd,1958.0,Unf,1,297,TA,TA,Y,0,WD,Normal,11.951186847493476,1,234
340,60,RL,85.0,14191,Reg,Lvl,Inside,Timber,1Fam,2Story,8,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,Noune,0.0,Gd,PConc,Gd,TA,No,Unf,0,0,967,967,Ex,Y,SBrkr,993,915,1908,0,0,2,1,4,1,Gd,9,0,Noune,Attchd,2002.0,Fin,2,431,TA,TA,Y,135,WD,Normal,12.220473454337986,0,0
341,20,RH,60.0,8400,Reg,Lvl,Inside,SawyerW,1Fam,1Story,4,4,1950,1950,Gable,CompShg,Wd Sdng,AsbShng,Noune,0.0,Fa,CBlock,TA,Fa,No,Unf,0,0,721,721,Gd,Y,SBrkr,841,0,841,0,0,1,0,2,1,TA,4,0,Noune,CarPort,1950.0,Unf,1,294,TA,TA,N,250,WD,Normal,11.314486721293981,1,24
342,90,RL,76.46236559139786,8544,Reg,Lvl,Inside,NAmes,Duplex,1Story,3,4,1949,1950,Gable,CompShg,Stucco,Stucco,BrkFace,340.0,TA,Slab,Noune,Noune,Noune,Noune,0,0,0,0,Fa,N,FuseA,1040,0,1040,0,0,2,0,2,2,TA,6,0,Noune,Detchd,1949.0,Unf,2,400,TA,TA,Y,0,WD,Normal,11.37940550085183,0,0
343,120,RL,63.0,8849,IR1,Lvl,Inside,NridgHt,TwnhsE,1Story,9,5,2005,2005,Hip,CompShg,MetalSd,MetalSd,BrkFace,616.0,Ex,PConc,Ex,TA,No,GLQ,28,0,1656,1684,Ex,Y,SBrkr,1684,0,1684,0,0,2,0,2,1,Ex,6,1,Ex,Attchd,2005.0,RFn,2,564,TA,TA,Y,495,WD,Normal,12.491255347155265,1,72
344,160,RM,36.0,2592,Reg,Lvl,Inside,MeadowV,TwnhsE,2Story,5,3,1976,1976,Gable,CompShg,CemntBd,CmentBd,Noune,0.0,TA,CBlock,Gd,TA,No,Rec,129,232,175,536,TA,Y,SBrkr,536,576,1112,0,0,1,1,3,1,TA,4,0,Noune,Attchd,1976.0,Unf,1,336,TA,TA,Y,182,WD,Normal,11.350418300109132,0,0
345,50,RL,65.0,6435,Reg,Lvl,Inside,BrkSide,1Fam,1.5Fin,6,5,1939,1950,Gable,CompShg,MetalSd,MetalSd,Noune,0.0,TA,BrkTil,TA,TA,No,Unf,0,0,972,972,Gd,Y,SBrkr,972,605,1577,0,0,1,0,3,1,Fa,6,1,Gd,Detchd,1939.0,Unf,1,312,TA,TA,Y,0,WD,Normal,11.850832386224807,0,0
346,20,RL,76.46236559139786,12772,IR1,Lvl,CulDSac,NAmes,1Fam,1Story,6,8,1960,1998,Hip,CompShg,MetalSd,MetalSd,Noune,0.0,TA,CBlock,TA,TA,Mn,BLQ,498,0,460,958,TA,Y,SBrkr,958,0,958,0,0,1,0,2,1,TA,5,0,Noune,Attchd,1960.0,RFn,1,301,TA,TA,Y,0,WD,Normal,11.928347504569842,0,0
347,20,RL,76.46236559139786,17600,IR1,Lvl,Inside,NAmes,1Fam,1Story,6,5,1960,1960,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,30.0,TA,CBlock,TA,TA,No,BLQ,1270,0,208,1478,Ex,Y,FuseA,1478,0,1478,1,0,2,0,3,1,TA,6,2,Gd,Attchd,1960.0,Unf,2,498,TA,TA,Y,0,WD,Normal,11.967187086434018,1,40
348,160,RL,36.0,2448,Reg,Lvl,Inside,NridgHt,Twnhs,2Story,7,5,2003,2004,Gable,CompShg,VinylSd,Wd Shng,Stone,106.0,Gd,PConc,Gd,TA,No,GLQ,573,0,191,764,Ex,Y,SBrkr,764,862,1626,1,0,2,1,2,1,Gd,6,0,Noune,BuiltIn,2003.0,RFn,2,474,TA,TA,Y,0,WD,Normal,11.944714374881176,1,27
349,60,RL,56.0,20431,IR2,Lvl,Inside,NridgHt,1Fam,2Story,9,5,2005,2006,Hip,CompShg,CemntBd,CmentBd,BrkFace,870.0,Ex,PConc,Ex,TA,No,GLQ,1410,0,438,1848,Ex,Y,SBrkr,1848,880,2728,1,0,2,1,4,1,Ex,10,2,Ex,Attchd,2006.0,Fin,3,706,TA,TA,Y,0,New,Partial,12.988043102265232,0,0
350,120,RL,68.0,7820,IR1,Lvl,Inside,NridgHt,TwnhsE,1Story,9,5,2007,2007,Hip,CompShg,MetalSd,MetalSd,BrkFace,362.0,Ex,PConc,Ex,TA,No,Unf,0,0,1869,1869,Ex,Y,SBrkr,1869,0,1869,0,0,2,0,2,1,Ex,6,1,Gd,Attchd,2007.0,RFn,2,617,TA,TA,Y,210,New,Partial,12.670001611311875,1,54
351,120,RL,83.46153846153847,5271,IR1,Low,Inside,ClearCr,1Fam,1Story,7,5,1986,1986,Gable,CompShg,Wd Sdng,Wd Sdng,Noune,0.0,TA,PConc,Gd,TA,Gd,GLQ,1082,0,371,1453,Gd,Y,SBrkr,1453,0,1453,1,0,1,1,2,1,Gd,6,1,TA,Attchd,1986.0,RFn,2,445,TA,TA,Y,0,WD,Abnorml,12.154784614286667,2,264
352,50,RL,60.0,9084,Reg,Lvl,Inside,Edwards,1Fam,1.5Fin,5,6,1941,1950,Gable,CompShg,VinylSd,VinylSd,Noune,0.0,TA,CBlock,TA,Fa,Mn,LwQ,236,380,0,616,TA,N,SBrkr,616,495,1111,0,1,1,0,3,1,TA,5,0,Noune,Detchd,1941.0,Unf,1,200,TA,Fa,Y,48,ConLw,Normal,11.461642696843066,0,0
353,30,RM,60.0,8520,Reg,Lvl,Inside,OldTown,1Fam,1Story,6,8,1928,2003,Gable,CompShg,VinylSd,VinylSd,Noune,0.0,TA,BrkTil,TA,TA,No,Unf,0,0,624,624,Gd,Y,SBrkr,720,0,720,0,0,1,0,2,1,TA,5,0,Noune,Detchd,2005.0,Unf,2,484,TA,TA,Y,106,WD,Normal,11.570259974415547,0,0
354,50,RL,60.0,8400,Reg,Bnk,Inside,SWISU,1Fam,1.5Fin,6,5,1940,2000,Gable,CompShg,Wd Sdng,MetalSd,Noune,0.0,TA,CBlock,TA,TA,No,LwQ,388,0,552,940,Ex,Y,SBrkr,1192,403,1595,0,0,1,0,2,1,TA,6,2,Gd,Attchd,1940.0,Unf,1,240,TA,TA,Y,0,WD,Normal,11.849404844423074,1,108
355,20,RL,105.0,11249,IR2,Lvl,Inside,CollgCr,1Fam,1Story,6,5,1995,1995,Gable,CompShg,VinylSd,VinylSd,Noune,0.0,Gd,PConc,Gd,Gd,No,ALQ,334,544,322,1200,Ex,Y,SBrkr,1200,0,1200,1,0,2,0,3,1,Gd,6,0,Noune,Attchd,1995.0,RFn,2,521,TA,TA,Y,0,WD,Normal,12.086731521684555,1,26
356,20,RL,79.87755102040816,9248,IR1,Lvl,Inside,Gilbert,1Fam,1Story,6,6,1992,1992,Gable,CompShg,HdBoard,HdBoard,BrkFace,106.0,TA,PConc,Gd,TA,No,GLQ,560,0,598,1158,Gd,Y,SBrkr,1167,0,1167,1,0,2,0,3,1,Gd,6,0,Noune,Attchd,1992.0,RFn,2,400,TA,TA,Y,120,WD,Normal,12.06105265381003,1,26
357,120,RM,44.0,4224,Reg,Lvl,Inside,MeadowV,TwnhsE,1Story,5,5,1976,1976,Gable,CompShg,CemntBd,CmentBd,Noune,0.0,TA,PConc,Gd,TA,No,ALQ,874,0,268,1142,TA,Y,SBrkr,1142,0,1142,1,0,1,1,3,1,TA,6,1,Po,Attchd,1976.0,Fin,2,528,TA,TA,Y,536,WD,Normal,11.80560254159177,1,90
358,80,RL,92.0,6930,IR1,Lvl,Inside,ClearCr,1Fam,SLvl,5,4,1958,1958,Hip,CompShg,Wd Sdng,ImStucc,BrkFace,120.0,TA,CBlock,TA,TA,Av,BLQ,300,294,468,1062,Ex,Y,FuseF,1352,0,1352,0,1,1,0,3,1,Gd,6,0,Noune,BuiltIn,1958.0,Unf,1,288,TA,TA,Y,168,WD,Abnorml,11.775297421715827,1,294
359,60,RL,78.0,12011,IR1,Lvl,CulDSac,NoRidge,1Fam,2Story,8,5,1998,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,530.0,Gd,PConc,Gd,TA,Av,GLQ,956,0,130,1086,Ex,Y,SBrkr,1086,838,1924,1,0,2,1,3,1,Gd,7,1,TA,Attchd,1998.0,RFn,2,592,TA,TA,Y,208,WD,Normal,12.54254845357358,2,449
360,85,RL,70.08333333333333,7540,IR1,Lvl,CulDSac,Mitchel,1Fam,SFoyer,6,6,1978,1978,Gable,CompShg,VinylSd,VinylSd,Noune,0.0,TA,CBlock,Gd,TA,Av,GLQ,773,0,115,888,Ex,Y,SBrkr,912,0,912,1,0,1,0,2,1,TA,5,1,TA,Attchd,1978.0,RFn,2,470,TA,TA,Y,0,WD,Normal,11.957617696467539,1,192
361,50,RL,57.509803921568626,9144,Reg,Lvl,Inside,BrkSide,1Fam,1.5Fin,5,5,1940,1982,Gable,CompShg,MetalSd,MetalSd,Noune,0.0,TA,CBlock,TA,TA,No,Rec,399,0,484,883,Gd,Y,SBrkr,988,517,1505,1,0,1,0,3,1,TA,8,0,Noune,Detchd,1940.0,Unf,1,240,TA,TA,N,0,WD,Normal,11.884495917930655,0,0
362,85,RL,64.0,7301,Reg,Lvl,Corner,Edwards,1Fam,SFoyer,7,5,2003,2003,Gable,CompShg,HdBoard,HdBoard,BrkFace,500.0,Gd,Slab,Noune,Noune,Noune,Noune,0,0,0,0,Ex,Y,SBrkr,495,1427,1922,0,0,3,0,4,1,Gd,7,1,Ex,BuiltIn,2003.0,RFn,2,672,TA,TA,Y,0,ConLD,Normal,12.198549416880068,1,177
363,160,RM,21.0,1680,Reg,Lvl,Inside,BrDale,Twnhs,2Story,6,8,1972,2007,Gable,CompShg,HdBoard,HdBoard,BrkFace,510.0,TA,CBlock,TA,TA,No,ALQ,162,0,321,483,Gd,Y,SBrkr,483,504,987,0,0,1,1,2,1,Gd,5,0,Noune,Detchd,1972.0,Unf,1,264,TA,TA,Y,250,WD,Normal,11.678448377988165,0,0
364,60,RL,81.28888888888889,18800,IR1,Lvl,FR2,NWAmes,1Fam,2Story,6,5,1976,1976,Gable,CompShg,HdBoard,HdBoard,BrkFace,120.0,TA,PConc,Gd,TA,Mn,GLQ,712,0,84,796,TA,Y,SBrkr,790,784,1574,1,0,2,1,3,1,TA,6,1,TA,Attchd,1976.0,Fin,2,566,TA,TA,Y,306,WD,Normal,12.154784614286667,1,111
365,70,RM,59.0,10690,Reg,Lvl,Inside,IDOTRR,1Fam,2Story,5,7,1920,1997,Hip,CompShg,VinylSd,VinylSd,Noune,0.0,TA,CBlock,TA,Fa,No,Rec,456,0,216,672,Gd,Y,FuseA,672,672,1344,0,0,1,0,3,1,TA,6,0,Noune,Detchd,1964.0,Unf,1,468,TA,Fa,Y,0,WD,Normal,11.898194668458823,2,346
